event_id,visit_type,name,remarks
2127,secretary,James Addison Baker III,attend meet asean foreign minister
2128,secretary,James Addison Baker III,meet senior mongolian officials address mongolian parliament observe wildlife gobi desert
2129,secretary,James Addison Baker III,attend ussoviet summit meet
2130,secretary,James Addison Baker III,discuss middle east peace conference senior israeli officials palestinian representatives
2131,secretary,James Addison Baker III,discuss middle east peace conference king hussein foreign minister masri
2132,secretary,James Addison Baker III,discuss middle east peace conference king hassan ii foreign minister filali
2133,secretary,James Addison Baker III,discuss middle east peace conference president ben ali foreign minister benyahia return morocco afterwards
2134,secretary,James Addison Baker III,discuss middle east peace conference president benjedid foreign minister ghozali
2135,secretary,James Addison Baker III,meet nato foreign minister discuss coup soviet union
2136,secretary,James Addison Baker III,attend meet usmexico binational commission
2137,secretary,James Addison Baker III,meet senior officials soviet union russian republic kazakhstan attend csce conference human dimension
2138,secretary,James Addison Baker III,meet chairman ruutel prime minister savisaar
2139,secretary,James Addison Baker III,meet president gorbunovs prime minister godmanis
2140,secretary,James Addison Baker III,meet president landsbergis prime minister vagnorius
2141,secretary,James Addison Baker III,discuss middle east peace conference senior israeli officials palestinian representatives
2142,secretary,James Addison Baker III,discuss middle east peace conference president mubarak foreign minister amr moussa
2143,secretary,James Addison Baker III,discuss middle east peace conference president assad foreign minister sharaa
2144,secretary,James Addison Baker III,discuss middle east peace conference king hussein
2145,secretary,James Addison Baker III,discuss middle east peace conference president assad
2146,secretary,James Addison Baker III,discuss middle east peace conference president mubarak
2147,secretary,James Addison Baker III,discuss middle east peace conference king hussein
2148,secretary,James Addison Baker III,discuss middle east peace conference president assad
2149,secretary,James Addison Baker III,discuss middle east peace conference senior israeli officials palestinian representatives also meet soviet foreign minister pankin announce middle east peace conference
2150,secretary,James Addison Baker III,discuss arrangements middle east peace conference senior spanish officials
2151,secretary,James Addison Baker III,attend sign cambodian comprehensive peace accord discuss normalization relations vietnamese foreign minister ngueyn
2152,secretary,James Addison Baker III,accompany president bush meet soviet president gorbachev open session middle east peace conference
2153,secretary,James Addison Baker III,accompany president bush nato summit meet
2154,secretary,James Addison Baker III,accompany president bush european community summit meet
2155,secretary,James Addison Baker III,meet prime minister miyazawa foreign minister watanabe
2156,secretary,James Addison Baker III,attend asia pacific economic cooperation conference
2157,secretary,James Addison Baker III,meet president yang senior chinese officials
2158,secretary,James Addison Baker III,meet senior soviet russian officials
2159,secretary,James Addison Baker III,meet president akyev
2160,secretary,James Addison Baker III,meet president nazarbayev
2161,secretary,James Addison Baker III,soviet chairman shuskevich foreign minister kravchenko
2162,secretary,James Addison Baker III,meet president kravchuk
2163,secretary,James Addison Baker III,attend nato ministerial meet meet foreign minister european community
2164,secretary,James Addison Baker III,attend sign salvadoran peace treaty
2165,secretary,James Addison Baker III,address salvadoran national assembly
2166,secretary,James Addison Baker III,meet president chamorro
2167,secretary,James Addison Baker III,attend middle east peace conference
2168,secretary,James Addison Baker III,attend csce council minister meet
2169,secretary,James Addison Baker III,attend ceremonies inaugurate emergency aid former soviet republics
2170,secretary,James Addison Baker III,meet president snegur
2171,secretary,James Addison Baker III,meet president terpetrossian
2172,secretary,James Addison Baker III,meet president mutalibov discuss possible establishment diplomatic relations
2173,secretary,James Addison Baker III,meet president nabiyev discuss possible establishment diplomatic relations
2174,secretary,James Addison Baker III,meet president niyazov
2175,secretary,James Addison Baker III,meet former soviet nuclear scientists
2176,secretary,James Addison Baker III,meet president karimov uzbek political leaders
2177,secretary,James Addison Baker III,discuss strategic arm reductions president yeltsin foreign minister kozyrev
2178,secretary,James Addison Baker III,attend nato ministerial meet meet north atlantic cooperation council foreign minister discuss peacekeeping efforts yugoslavia european community foreign minister strategic arm reductions russian foreign minister kozyrev
2179,secretary,James Addison Baker III,meet prime minister major
2180,secretary,James Addison Baker III,attend conference assistance new independent state sign protocol make russia belarus kazakhstan ukraine party start treaty
2181,secretary,James Addison Baker III,meet state council chairman shevardnadze prime minister sigua
2182,secretary,James Addison Baker III,discuss strategic arm reductions russian foreign minister kozyrev
2183,secretary,James Addison Baker III,accompany president bush visit
2184,secretary,James Addison Baker III,accompany president bush economic summit meet meet russian president yeltsin
2185,secretary,James Addison Baker III,accompany president bush csce summit meet
2186,secretary,James Addison Baker III,discuss middle east peace process prime minister rabin israeli officials palestinian representatives
2187,secretary,James Addison Baker III,discuss middle east peace process iraq crisis king hussein
2188,secretary,James Addison Baker III,discuss middle east peace process iraq crisis president assad
2189,secretary,James Addison Baker III,discuss middle east peace process iraq crisis president mubarak
2190,secretary,James Addison Baker III,discuss middle east peace process iraq crisis president assad
2191,secretary,James Addison Baker III,discuss middle east peace process taif accord president hrawi
2192,secretary,James Addison Baker III,discuss middle east peace process iraq crisis king fahd foreign minister prince saud
2193,secretary,James Addison Baker III,meet president gayoom en route philippines
2194,secretary,James Addison Baker III,attend asean postministerial conference
2195,secretary,Warren Minor Christopher,discuss middle east peace process president mubarak foreign minister moussa
2196,secretary,Warren Minor Christopher,discuss middle east peace process king hussein
2197,secretary,Warren Minor Christopher,discuss middle east peace process president assad
2198,secretary,Warren Minor Christopher,discuss middle east peace process king fahd
2199,secretary,Warren Minor Christopher,discuss persian gulf crisis sheikh alsabah
2200,secretary,Warren Minor Christopher,stop en route beirut
2201,secretary,Warren Minor Christopher,discuss middle east peace process prime minister hariri
2202,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials palestinian representatives
2203,secretary,Warren Minor Christopher,meet russian foreign minister kozyrev
2204,secretary,Warren Minor Christopher,discuss yugoslav civil war nato foreign minister
2205,secretary,Warren Minor Christopher,accompany president clinton summit meet russian president yeltsin
2206,secretary,Warren Minor Christopher,attend meet foreign finance minister aid former soviet union
2207,secretary,Warren Minor Christopher,discuss bosnian crisis senior british officials foreign minister spain greece
2208,secretary,Warren Minor Christopher,discuss bosnian crisis senior french officials
2209,secretary,Warren Minor Christopher,discuss bosnian crisis senior russian officials
2210,secretary,Warren Minor Christopher,discuss bosnian crisis nato officials
2211,secretary,Warren Minor Christopher,discuss bosnian crisis senior german officials
2212,secretary,Warren Minor Christopher,discuss bosnian crisis senior italian officials
2213,secretary,Warren Minor Christopher,meet ec foreign minister
2214,secretary,Warren Minor Christopher,attend nato nacc ministerial meet
2215,secretary,Warren Minor Christopher,meet president demirel senior turkish officials
2216,secretary,Warren Minor Christopher,address world conference human right
2217,secretary,Warren Minor Christopher,accompany president clinton economic summit meet meet russian president yeltsin
2218,secretary,Warren Minor Christopher,accompany president clinton
2219,secretary,Warren Minor Christopher,attend asean postministerial conference
2220,secretary,Warren Minor Christopher,discuss middle east peace process
2221,secretary,Warren Minor Christopher,discuss middle east peace process
2222,secretary,Warren Minor Christopher,discuss middle east peace process
2223,secretary,Warren Minor Christopher,discuss middle east peace process
2224,secretary,Warren Minor Christopher,discuss middle east peace process
2225,secretary,Warren Minor Christopher,discuss middle east peace process
2226,secretary,Warren Minor Christopher,discuss middle east peace process
2227,secretary,Warren Minor Christopher,discuss middle east peace process
2228,secretary,Warren Minor Christopher,discuss bosnian conflict us nato military officials
2229,secretary,Warren Minor Christopher,meet foreign minister jeszensky address american chamber commerce
2230,secretary,Warren Minor Christopher,meet senior russian officials address academy national economy
2231,secretary,Warren Minor Christopher,meet president nazarbayev sign taxation economic assistance agreements
2232,secretary,Warren Minor Christopher,meet president kravchuk senior ukrainian officials
2233,secretary,Warren Minor Christopher,meet chairman shushkevich senior officials
2234,secretary,Warren Minor Christopher,meet foreign minister baltic state
2235,secretary,Warren Minor Christopher,attend csce conference
2236,secretary,Warren Minor Christopher,meet ec foreign minister attend nato nacc ministerial meet
2237,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2238,secretary,Warren Minor Christopher,discuss middle east peace process senior syrian officials
2239,secretary,Warren Minor Christopher,discuss middle east peace process senior jordanian officials plo chairman arafat
2240,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials palestinian representatives
2241,secretary,Warren Minor Christopher,discuss middle east peace process senior egyptian officials
2242,secretary,Warren Minor Christopher,discuss middle east peace process senior syrian officials
2243,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2244,secretary,Warren Minor Christopher,discuss middle east peace process plo chairman arafat
2245,secretary,Warren Minor Christopher,discuss middle east peace process king hassan ii
2246,secretary,Warren Minor Christopher,accompany president clinton nato summit meet
2247,secretary,Warren Minor Christopher,accompany president clinton meet presidents czech republic poland hungary prime minister slovakia
2248,secretary,Warren Minor Christopher,accompany president clinton meet president kravchuk
2249,secretary,Warren Minor Christopher,accompany president clinton meet president yeltsin senior russian officials
2250,secretary,Warren Minor Christopher,accompany president clinton meet chairman shushkevich
2251,secretary,Warren Minor Christopher,accompany president clinton meet syrian president assad
2252,secretary,Warren Minor Christopher,attend funeral norwegian foreign minister holst meet israeli foreign minister peres plo chairman arafat
2253,secretary,Warren Minor Christopher,meet chinese foreign minister qian discuss bosnian conflict senior french officials
2254,secretary,Warren Minor Christopher,attend australiaus ministerial meet
2255,secretary,Warren Minor Christopher,meet senior japanese officials attend meet international committee reconstruction cambodia
2256,secretary,Warren Minor Christopher,meet senior chinese officials
2257,secretary,Warren Minor Christopher,meet foreign minister kozyrev
2258,secretary,Warren Minor Christopher,discuss bosnian conflict foreign minister unite kingdom france also meet king hussein jordan
2259,secretary,Warren Minor Christopher,meet russian foreign minister kozyrev
2260,secretary,Warren Minor Christopher,meet foreign minister gulf cooperation council
2261,secretary,Warren Minor Christopher,meet president mubarak foreign minister egypt israel plo chairman arafat
2262,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin
2263,secretary,Warren Minor Christopher,discuss status golan heights president assad foreign minister sharaa
2264,secretary,Warren Minor Christopher,discuss status golan heights prime minister rabin
2265,secretary,Warren Minor Christopher,attend sign agreement implement israelpalestinian declaration principles discuss bosnian conflict russian foreign minister kozyrev
2266,secretary,Warren Minor Christopher,attend meet usmexico binational commission
2267,secretary,Warren Minor Christopher,attend conference european union foreign minister bosnian conflict
2268,secretary,Warren Minor Christopher,discuss future status golan heights president assad
2269,secretary,Warren Minor Christopher,discuss future status golan heights prime minister rabin
2270,secretary,Warren Minor Christopher,meet members govern council
2271,secretary,Warren Minor Christopher,discuss future status golan heights president assad
2272,secretary,Warren Minor Christopher,discuss israelsyrian peace process president mubarak
2273,secretary,Warren Minor Christopher,accompany president clinton vatican city meet senior church officials
2274,secretary,Warren Minor Christopher,accompany president clinton meet prime minister berlusconi president scalfaro senior italian officials
2275,secretary,Warren Minor Christopher,accompany president clinton meet prime minister major dday commemorative ceremonies
2276,secretary,Warren Minor Christopher,accompany president clinton dday memorial ceremonies meet president mitterrand senior french officials address oecd ministerial meet
2277,secretary,Warren Minor Christopher,attend nato nacc ministerial meet
2278,secretary,Warren Minor Christopher,attend nato ministerial meet meet russian foreign minister kozyrev
2279,secretary,Warren Minor Christopher,private visit london
2280,secretary,Warren Minor Christopher,attend ministerial meet contact group bosnia
2281,secretary,Warren Minor Christopher,accompany president clinton meet presidents baltic state
2282,secretary,Warren Minor Christopher,accompany president clinton
2283,secretary,Warren Minor Christopher,accompany president clinton economic summit meet russian president yeltsin
2284,secretary,Warren Minor Christopher,accompany president clinton meet chancellor kohl eu president delors
2285,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin foreign minister peres
2286,secretary,Warren Minor Christopher,discuss middle east peace process president assad foreign minster sharaa
2287,secretary,Warren Minor Christopher,attend usjordanisrael trilateral economic committee meet
2288,secretary,Warren Minor Christopher,meet plo chairman arafat
2289,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin
2290,secretary,Warren Minor Christopher,discuss middle east peace process president assad
2291,secretary,Warren Minor Christopher,attend meet contact group foreign minister bosnian conflict
2292,secretary,Warren Minor Christopher,discuss middle east peace process president mubarak plo chairman arafat
2293,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin foreign minister peres
2294,secretary,Warren Minor Christopher,discuss middle east peace process president assad foreign minister sharaa
2295,secretary,Warren Minor Christopher,attend inauguration jordanisrael border cross discuss middle east peace process king hussein
2296,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin foreign minister peres
2297,secretary,Warren Minor Christopher,attend memorial service nato secretary general woerner
2298,secretary,Warren Minor Christopher,attend farewell ceremony depart ally troop
2299,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2300,secretary,Warren Minor Christopher,discuss middle east peace process senior syrian officials
2301,secretary,Warren Minor Christopher,discuss middle east peace process senior jordanian officials
2302,secretary,Warren Minor Christopher,meet foreign minister gulf cooperation council unite kingdom address us military personnel
2303,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2304,secretary,Warren Minor Christopher,discuss middle east peace process senior syrian officials
2305,secretary,Warren Minor Christopher,discuss middle east peace process president mubarak plo chairman arafat
2306,secretary,Warren Minor Christopher,comment press middle east peace process iraqkuwait crisis
2307,secretary,Warren Minor Christopher,attend return president aristide
2308,secretary,Warren Minor Christopher,accompany president clinton meet president mubarak plo chairman arafat
2309,secretary,Warren Minor Christopher,accompany president clinton sign israeljordan peace treaty meet senior jordanian officials
2310,secretary,Warren Minor Christopher,accompany president clinton meet president assad
2311,secretary,Warren Minor Christopher,accompany president clinton meet senior israeli officials
2312,secretary,Warren Minor Christopher,accompany president clinton meet amir kuwait
2313,secretary,Warren Minor Christopher,accompany president clinton meet king fahd
2314,secretary,Warren Minor Christopher,attend middle east north africa economic summit conference
2315,secretary,Warren Minor Christopher,discuss security situation korean peninsula senior korean officials address koreanamerican friendship society us military personnel
2316,secretary,Warren Minor Christopher,attend apec ministerial meet
2317,secretary,Warren Minor Christopher,accompany president clinton state visit
2318,secretary,Warren Minor Christopher,attend apec summit meet
2319,secretary,Warren Minor Christopher,meet senior thai officials
2320,secretary,Warren Minor Christopher,attend nato nacc contact group ministerial meet
2321,secretary,Warren Minor Christopher,attend csce summit meet
2322,secretary,Warren Minor Christopher,discuss middle east peace process president assad
2323,secretary,Warren Minor Christopher,discuss middle east peace process prime minister rabin
2324,secretary,Warren Minor Christopher,discuss middle east peace process chairman arafat
2325,secretary,Warren Minor Christopher,meet russian foreign minister kozyrev
2326,secretary,Warren Minor Christopher,accompany president clinton state visit
2327,secretary,Warren Minor Christopher,discuss middle east peace process senior egyptian officials
2328,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2329,secretary,Warren Minor Christopher,discuss middle east peace process chairman arafat
2330,secretary,Warren Minor Christopher,meet gulf cooperation council foreign minister discuss situation iraq king fahd
2331,secretary,Warren Minor Christopher,discuss middle east peace process president assad
2332,secretary,Warren Minor Christopher,discuss middle east process king hussein
2333,secretary,Warren Minor Christopher,discuss middle east peace process senior israeli officials
2334,secretary,Warren Minor Christopher,discuss middle east peace process president assad
2335,secretary,Warren Minor Christopher,meet french foreign minister juppe
2336,secretary,Warren Minor Christopher,meet russian foreign minister kozyrev
2337,secretary,Warren Minor Christopher,accompany president clinton summit meet
2338,secretary,Warren Minor Christopher,accompany president clinton state visit
2339,secretary,Warren Minor Christopher,attend meet contact group foreign minister nato nacc ministerial meet
2340,secretary,Warren Minor Christopher,sign agreement cooperation defense
2341,secretary,Warren Minor Christopher,meet senior spanish officials
2342,secretary,Warren Minor Christopher,attend oas ministerial meet inauguration new haitian police force
2343,secretary,Warren Minor Christopher,discuss israelsyrian peace process prime minister rabin foreign minister peres
2344,secretary,Warren Minor Christopher,meet president mubarak israeli prime minister rabin
2345,secretary,Warren Minor Christopher,discuss israelsyrian peace process president assad
2346,secretary,Warren Minor Christopher,discuss israelsyrian peace process prime minister rabin
2347,secretary,Warren Minor Christopher,meet plo chairman arafat
2348,secretary,Warren Minor Christopher,discuss middle east peace process king hussein
2349,secretary,Warren Minor Christopher,economic summit
2350,secretary,Warren Minor Christopher,discuss bosnian conflict nato contact group representatives
2351,secretary,Warren Minor Christopher,meet foreign minister china russia attend asean post ministerial conference
2352,secretary,Warren Minor Christopher,discuss bosnian conflict prime minister mahathir sign commercial educational exchange agreements
2353,secretary,Warren Minor Christopher,meet king sihanouk senior cambodian officials sign aid opic agreements
2354,secretary,Warren Minor Christopher,sign agreements normalize relations vietnam open us embassy
2355,secretary,Warren Minor Christopher,attend open session middle east north africa economic summit
2356,secretary,Warren Minor Christopher,discuss israelsyrian peace process president assad
2357,secretary,Warren Minor Christopher,accompany president clinton funeral prime minister rabin
2358,secretary,Warren Minor Christopher,attend apec ministerial meet
2359,secretary,Warren Minor Christopher,attend european union summit meet
2360,secretary,Warren Minor Christopher,attend nato nacc ministerial meet
2361,secretary,Warren Minor Christopher,attend sign bosnian peace treaty
2362,secretary,Warren Minor Christopher,discuss israelsyrian peace process
2363,secretary,Warren Minor Christopher,discuss israelsyrian peace process
2364,secretary,Warren Minor Christopher,discuss middle east peace process king hussein
2365,secretary,Warren Minor Christopher,discuss middle east peace process chairman arafat
2366,secretary,Warren Minor Christopher,discuss israelsyrian peace process senior israeli officials king hussein jordan
2367,secretary,Warren Minor Christopher,discuss israelsyrian peace process president assad
2368,secretary,Warren Minor Christopher,discuss middle east peace process chairman arafat
2369,secretary,Warren Minor Christopher,meet president tudjman
2370,secretary,Warren Minor Christopher,visit us troop meet president izetbegovic
2371,secretary,Warren Minor Christopher,meet president milosevic
2372,secretary,Warren Minor Christopher,discuss israelsyrian peace process prime minister peres
2373,secretary,Warren Minor Christopher,discuss israelsyrian peace process president assad
2374,secretary,Warren Minor Christopher,meet chairman arafat
2375,secretary,Warren Minor Christopher,meet russian foreign minister primakov ukrainian president kuchma
2376,secretary,Warren Minor Christopher,address legislative assembly meet presidents el salvador honduras costa rica prime minister belize vice president nicaragua
2377,secretary,Warren Minor Christopher,meet president frei foreign minister insulza
2378,secretary,Warren Minor Christopher,meet president menem foreign minister di tella sign agreement space cooperation
2379,secretary,Warren Minor Christopher,meet president cardoso foreign minister lampreia sign agreement peaceful use atomic energy visit national institute amazon research
2380,secretary,Warren Minor Christopher,sign extradition legal assistance treaties
2381,secretary,Warren Minor Christopher,accompany president clinton summit peacemakers
2382,secretary,Warren Minor Christopher,accompany president clinton hold discussions israeli officials cooperation terrorism
2383,secretary,Warren Minor Christopher,discuss situation bosnia senior nato officials
2384,secretary,Warren Minor Christopher,attend meet presidents serbia croatia act president bosnia address conference disarmament
2385,secretary,Warren Minor Christopher,meet president kuchma foreign minister udovenko
2386,secretary,Warren Minor Christopher,attend meet central eastern european foreign minister
2387,secretary,Warren Minor Christopher,meet president yeltsin foreign minister primakov attend meet contact group foreign minister
2388,secretary,Warren Minor Christopher,accompany president clinton meet president kim
2389,secretary,Warren Minor Christopher,accompany president clinton state visit
2390,secretary,Warren Minor Christopher,meet foreign minister van mierlo chinese foreign minister qian
2391,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2392,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2393,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2394,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2395,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2396,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2397,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2398,secretary,Warren Minor Christopher,meet prime minister hariri speaker berri attempt resolve israellebanon conflict
2399,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2400,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict also meet lebanese prime minister hariri speaker berri
2401,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2402,secretary,Warren Minor Christopher,attempt resolve israellebanon conflict
2403,secretary,Warren Minor Christopher,announce israellebanon ceasefire agreement
2404,secretary,Warren Minor Christopher,attend meet usmexico binational commission
2405,secretary,Warren Minor Christopher,discuss implementation dayton accord presidents bosnia croatia serbia representatives ifor osce
2406,secretary,Warren Minor Christopher,attend meet nato nacc contact group foreign minister
2407,secretary,Warren Minor Christopher,meet prime minister netanyahu foreign minister levy
2408,secretary,Warren Minor Christopher,meet president mubarak chairman arafat
2409,secretary,Warren Minor Christopher,meet foreign minister prince saud us saudi military personnel
2410,secretary,Warren Minor Christopher,attend economic summit meet
2411,secretary,Warren Minor Christopher,ministerial conference meet indonesian human right commission russian foreign minister primakov
2412,secretary,Warren Minor Christopher,attend australiaus ministerial talk
2413,secretary,Warren Minor Christopher,discuss implementation dayton accord senior nato osce officials
2414,secretary,Warren Minor Christopher,meet presidents bosnia croatia serbia
2415,secretary,Warren Minor Christopher,meet president izetbegovic five political leaders discuss national elections
2416,secretary,Warren Minor Christopher,discuss northern iraq bosnian crises prime minister major foreign secretary rifkind
2417,secretary,Warren Minor Christopher,discuss northern iraq bosnian crises president chirac foreign minister de charette
2418,secretary,Warren Minor Christopher,meet foreign minister kinkel deliver commemorative address
2419,secretary,Warren Minor Christopher,meet israeli foreign minister levy
2420,secretary,Warren Minor Christopher,discuss israelipalestinian conflict prime minister netanyahu
2421,secretary,Warren Minor Christopher,discuss israelipalestinian conflict plo chairman arafat
2422,secretary,Warren Minor Christopher,meet president konare foreign minister traore
2423,secretary,Warren Minor Christopher,meet prime minister zenawi discuss plan african crisisresponse force oau officials
2424,secretary,Warren Minor Christopher,discuss burundi crisis presidents tanzania kenya uganda also meet chief prosecutor international war crimes tribunal
2425,secretary,Warren Minor Christopher,meet president mandela deliver address university witwatersrand
2426,secretary,Warren Minor Christopher,meet president do santos visit un military observers
2427,secretary,Warren Minor Christopher,attend middle east north africa economic conference
2428,secretary,Warren Minor Christopher,attend meet steer board bosnian peace implementation council
2429,secretary,Warren Minor Christopher,overnight stop en route china
2430,secretary,Warren Minor Christopher,meet senior chinese officials make speech fudan university
2431,secretary,Warren Minor Christopher,attend apec ministerial meet
2432,secretary,Warren Minor Christopher,attend nato ministerial meet
2433,secretary,Madeleine Korbel Albright,meet prime minister prodi foreign minister dini
2434,secretary,Madeleine Korbel Albright,meet chancellor kohl foreign minister kinkel
2435,secretary,Madeleine Korbel Albright,meet president chirac prime minister juppe foreign minister de charette
2436,secretary,Madeleine Korbel Albright,address nato foreign minister european commission
2437,secretary,Madeleine Korbel Albright,meet prime minister major foreign secretary rifkind
2438,secretary,Madeleine Korbel Albright,meet president yeltsin prime minister chernomyrdin foreign minister primakov
2439,secretary,Madeleine Korbel Albright,meet president kim foreign minister yoo visit us troop demilitarize zone
2440,secretary,Madeleine Korbel Albright,meet prime minister hashimoto senior officials
2441,secretary,Madeleine Korbel Albright,meet president jiang senior chinese officials
2442,secretary,Madeleine Korbel Albright,accompany president clinton summit meet russian president yeltsin
2443,secretary,Madeleine Korbel Albright,meet foreign minister primakov
2444,secretary,Madeleine Korbel Albright,sign agreement crossborder auto thefts visit demobilization camp
2445,secretary,Madeleine Korbel Albright,accompany president clinton state visit attend meet usmexico binational commission
2446,secretary,Madeleine Korbel Albright,accompany president clinton summit meet presidents central american republics
2447,secretary,Madeleine Korbel Albright,accompany president clinton uscaribbean community summit meet
2448,secretary,Madeleine Korbel Albright,accompany president clinton sign natorussia found act
2449,secretary,Madeleine Korbel Albright,accompany president clinton useu summit meet commemorate anniversary marshall plan visit un war crimes tribunal
2450,secretary,Madeleine Korbel Albright,attend nato ministerial meet inaugural meet euroatlantic partnership council meet bosnian peace implementation council also meet copresidents bosnia
2451,secretary,Madeleine Korbel Albright,meet president tudjman appeal return serb refugees
2452,secretary,Madeleine Korbel Albright,meet president milosevic
2453,secretary,Madeleine Korbel Albright,meet collective presidency dedicate bridge sava river meet bosnian serb president plavsic
2454,secretary,Madeleine Korbel Albright,meet prime minister kiet senior vietnamese officials lay cornerstone new consulate ho chi minh city
2455,secretary,Madeleine Korbel Albright,attend transfer sovereignty unite kingdom china
2456,secretary,Madeleine Korbel Albright,attend nato summit meet
2457,secretary,Madeleine Korbel Albright,accompany president clinton
2458,secretary,Madeleine Korbel Albright,accompany president clinton
2459,secretary,Madeleine Korbel Albright,meet foreign minister thaler
2460,secretary,Madeleine Korbel Albright,meet foreign minister primakov
2461,secretary,Madeleine Korbel Albright,meet foreign minister baltic state
2462,secretary,Madeleine Korbel Albright,meet president havel visit pinkas synagogue
2463,secretary,Madeleine Korbel Albright,attend asean postministerial conference regional forum
2464,secretary,Madeleine Korbel Albright,stop return us
2465,secretary,Madeleine Korbel Albright,visit birthplaces parent site concentration camp grandparents hold
2466,secretary,Madeleine Korbel Albright,meet prime minister netanyahu senior israeli officials
2467,secretary,Madeleine Korbel Albright,meet chairman arafat
2468,secretary,Madeleine Korbel Albright,meet president assad
2469,secretary,Madeleine Korbel Albright,meet president mubarak
2470,secretary,Madeleine Korbel Albright,meet king fahd crown prince abdullah gulf cooperation council foreign minister visit us military personnel
2471,secretary,Madeleine Korbel Albright,meet king hussein
2472,secretary,Madeleine Korbel Albright,stop en route beirut
2473,secretary,Madeleine Korbel Albright,meet president hrawi senior lebanese officials address beirut forum
2474,secretary,Madeleine Korbel Albright,accompany president clinton
2475,secretary,Madeleine Korbel Albright,accompany president clinton
2476,secretary,Madeleine Korbel Albright,accompany president clinton
2477,secretary,Madeleine Korbel Albright,meet president preval haitian political leaders
2478,secretary,Madeleine Korbel Albright,discuss iraq crisis foreign secretary cook middle east peace process israeli prime minister netanyahu
2479,secretary,Madeleine Korbel Albright,discuss middle east peace process plo chairman arafat
2480,secretary,Madeleine Korbel Albright,attend middle eastnorth african economic conference
2481,secretary,Madeleine Korbel Albright,meet un weapons inspectors formerly station iraq
2482,secretary,Madeleine Korbel Albright,discuss iraq crisis senior kuwaiti officials
2483,secretary,Madeleine Korbel Albright,discuss iraq crisis senior saudi officials
2484,secretary,Madeleine Korbel Albright,meet prime minister sharif visit afghan refugee camp
2485,secretary,Madeleine Korbel Albright,meet senior indian officials
2486,secretary,Madeleine Korbel Albright,discuss iraq crisis foreign minister britain france russia
2487,secretary,Madeleine Korbel Albright,attend apec foreign trade ministerial summit meet
2488,secretary,Madeleine Korbel Albright,meet israeli prime minister netanyahu
2489,secretary,Madeleine Korbel Albright,meet plo chairman arafat
2490,secretary,Madeleine Korbel Albright,meet israeli prime minister netanyahu french foreign minister vedrine
2491,secretary,Madeleine Korbel Albright,address economic commission organization african unity
2492,secretary,Madeleine Korbel Albright,meet president musaveni northern ugandan refugees sudanese opposition leaders
2493,secretary,Madeleine Korbel Albright,meet president bizimungu vice president kagame
2494,secretary,Madeleine Korbel Albright,meet president kabila
2495,secretary,Madeleine Korbel Albright,discuss lusaka peace process president do santos
2496,secretary,Madeleine Korbel Albright,meet president mandela
2497,secretary,Madeleine Korbel Albright,meet president mugabe
2498,secretary,Madeleine Korbel Albright,attend nato foreign minister meet meet natoukraine commission euroatlantic partnership council natorussia permanent joint council
2499,secretary,Madeleine Korbel Albright,meet president chirac israeli prime minister netanyahu
2500,secretary,Madeleine Korbel Albright,meet plo chairman arafat
2501,secretary,Madeleine Korbel Albright,accompany president clinton meet bosnian officials us military personnel
2502,secretary,Madeleine Korbel Albright,stop en route london
2503,secretary,Madeleine Korbel Albright,private visit
2504,secretary,Madeleine Korbel Albright,discuss iraq crisis foreign minister vedrine
2505,secretary,Madeleine Korbel Albright,discuss iraq crisis russian foreign minister primakov
2506,secretary,Madeleine Korbel Albright,discuss iraq crisis british foreign secretary cook king hussein jordan
2507,secretary,Madeleine Korbel Albright,discuss middle east peace process prime minister netanyahu
2508,secretary,Madeleine Korbel Albright,discuss middle east peace process chairman arafat
2509,secretary,Madeleine Korbel Albright,discuss iraq crisis emir alsabah
2510,secretary,Madeleine Korbel Albright,discuss iraq crisis crown prince abdullah
2511,secretary,Madeleine Korbel Albright,discuss iraq crisis foreign minister khalifa
2512,secretary,Madeleine Korbel Albright,discuss iraq crisis president mubarak foreign minister moussa
2513,secretary,Madeleine Korbel Albright,meet president kuchma sign nuclear cooperation agreement
